Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2
118980,F,632,LFPG,LSZH,SWR511P  ,Z,E295   ,Z  ,HBAZJ    ,,240322,AA57097034,,,,,,,,
118997,F,700,LFPO,LKPR,TVF4394  ,Z,B738   ,Z  ,FHTVC    ,,240322,AA57105585,,,,,,,,
119004,F,731,LFMN,EGLL,BAW341   ,Z,A320   ,Z  ,GMIDS    ,,240322,AA57104251,,,,,,,,
119007,F,700,LFQQ,LFML,RYR78WR  ,Z,B738   ,Z  ,9HQBR    ,,240322,AA57112554,,,,,,,,
119022,F,705,LFPO,LIRN,EJU69BT  ,Z,A320   ,Z  ,OEIVM    ,,240322,AA57108641,,,,,,,,
119029,F,710,LFTW,EGKB,KOC22    ,Z,FA8X   ,Z  ,TCSSA    ,,240322,AA57102794,,,,,,,,
119037,F,1309,FKKD,LFRC,SVW78AM  ,Z,FA7X   ,Z  ,LXVAM    ,,240322,AA57116216,,,,,,,,
119046,F,721,LFPG,OTHH,QTR60Y   ,Z,B77W   ,Z  ,A7BAM    ,,240322,AA57111491,,,,,,,,
119048,F,714,LFOB,EVRA,RYR87UF  ,Z,B738   ,Z  ,SPRSE    ,,240322,AA57111249,,,,,,,,
119054,F,715,LFPB,LIPR,N209PB   ,Z,PC12   ,Z  ,N209PB   ,,240322,AA57102593,,,,,,,,
119060,F,737,LFPO,EDDW,JEI151   ,Z,LJ55   ,Z  ,DCGBR    ,,240322,AA57104477,,,,,,,,
119063,F,1031,LFBO,LFOK,SAVAN09  ,N,BE20   ,FCT,FHNAV    ,,240322,AA57102702,,,,,,,,
119066,F,733,LFPO,LGTS,TVF3588  ,Z,B738   ,Z  ,FHUYV    ,,240322,AA57106304,,,,,,,,
119067,F,728,LFPG,EDDS,AFR14MQ  ,Z,E190   ,Z  ,FHBLP    ,,240322,AA57094559,,,,,,,,
119074,F,733,LFPG,EDDN,AFR19BU  ,Z,E190   ,Z  ,FHBLB    ,,240322,AA57094545,,,,,,,,
119085,F,744,LFPG,EDDM,AFR19VC  ,Z,A320   ,Z  ,FHEPC    ,,240322,AA57116846,,,,,,,,
119089,F,736,LFOB,EKCH,RYR9741  ,Z,B738   ,Z  ,9HQED    ,,240322,AA57113339,,,,,,,,
119091,F,749,LFPG,LSZH,AFR34DA  ,Z,A321   ,Z  ,FGTAM    ,,240322,AA57116925,,,,,,,,
119097,F,751,LFOB,LROP,RYR46SW  ,Z,B738   ,Z  ,9HQBL    ,,240322,AA57111117,,,,,,,,
119112,F,823,LFPO,LLBG,TVF51SA  ,Z,B738   ,Z  ,FHTVH    ,,240322,AA57107148,,,,,,,,
119116,F,801,LFPB,LFSG,FSF581U  ,Z,PC12   ,Z  ,OHRDS    ,,240322,AA57125579,,,,,,,,
119121,F,807,LFPG,OLBA,AFR566   ,Z,A359   ,Z  ,FHTYL    ,,240322,AA57120165,,,,,,,,
119123,F,829,LFOB,LIRP,RYR47SH  ,Z,B38M   ,Z  ,9HVVJ    ,,240322,AA57115760,,,,,,,,
119127,F,801,LFMN,ELLX,VOE25DH  ,Z,A320   ,Z  ,ECNOS    ,,240322,AA57109611,,,,,,,,
119128,F,811,LFPG,LHBP,AFR71SP  ,Z,A320   ,Z  ,FGKXP    ,,240322,AA57117473,,,,,,,,
119134,F,803,LFQQ,LFBD,EJU978X  ,Z,A319   ,Z  ,OELQX    ,,240322,AA57109747,,,,,,,,
119135,F,826,LFPG,LLBG,ELY320   ,Z,B772   ,Z  ,4XECD    ,,240322,AA57115509,,,,,,,,
119143,F,837,LFMN,EGTE,P4USA    ,Z,LJ60   ,Z  ,P4USA    ,,240322,AA57110248,,,,,,,,
119145,F,817,LFOB,EIDW,RYR7TU   ,Z,B738   ,Z  ,EIGXI    ,,240322,AA57115364,,,,,,,,
119148,F,813,LFPG,KSFO,UAL984   ,Z,B772   ,Z  ,N7800    ,,240322,AA57120100,,,,,,,,
119154,F,812,LFPG,LFSB,AFR58YK  ,Z,E190   ,Z  ,FHBLS    ,,240322,AA57095565,,,,,,,,
119155,F,839,LFPG,LIMC,AFR87QE  ,Z,E190   ,Z  ,FHBLV    ,,240322,AA57099255,,,,,,,,
119164,F,832,LFTW,EBCI,RYR4UF   ,Z,B738   ,Z  ,EIDPK    ,,240322,AA57113771,,,,,,,,
119173,F,832,LFOB,LRCL,WMT841   ,Z,A320   ,Z  ,9HWDC    ,,240322,AA57107691,,,,,,,,
119175,F,835,LFPG,LOWW,AFR14PR  ,Z,A321   ,Z  ,FGMZE    ,,240322,AA57117746,,,,,,,,
119178,F,841,LFOB,LOWW,RYR3ZB   ,Z,A320   ,Z  ,9HLMP    ,,240322,AA57115182,,,,,,,,
119182,F,824,LFPG,EDDV,AFR32BA  ,Z,E190   ,Z  ,FHBLR    ,,240322,AA57096089,,,,,,,,
119188,F,832,LFQQ,LFMN,EJU451R  ,Z,A320   ,Z  ,OEIJR    ,,240322,AA57121311,,,,,,,,
119193,F,848,LFPG,ESSA,AFR31KK  ,Z,A320   ,Z  ,FGKXO    ,,240322,AA57118037,,,,,,,,
119195,F,836,LFPG,LIML,ITY305   ,Z,A319   ,Z  ,EIIMN    ,,240322,AA57114603,,,,,,,,
119201,F,841,LFPG,RJTT,AFR282   ,Z,A359   ,Z  ,FHUVE    ,,240322,AA57119872,,,,,,,,
119202,F,916,LFPG,LGAV,AFR65JB  ,Z,A321   ,Z  ,FGTAD    ,,240322,AA57117712,,,,,,,,
119204,F,843,LFPO,LIRN,EJU54FD  ,Z,A20N   ,Z  ,OELSW    ,,240322,AA57110536,,,,,,,,
119209,F,853,LFPG,EHAM,KLM12P   ,Z,B738   ,Z  ,PHBXC    ,,240322,AA57117525,,,,,,,,
119216,F,849,LFOB,LRIA,WMT5LH   ,Z,A320   ,Z  ,9HWZU    ,,240322,AA57107799,,,,,,,,
119217,F,916,LFLL,EHAM,AFR23WH  ,Z,E170   ,Z  ,FHBXG    ,,240322,AA57096313,,,,,,,,
119218,F,847,LFPG,EDDH,AFR38HE  ,Z,BCS3   ,Z  ,FHZUT    ,,240322,AA57117757,,,,,,,,
119219,F,851,LFPG,EGCC,AFR53DY  ,Z,BCS3   ,Z  ,FHPND    ,,240322,AA57118073,,,,,,,,
119221,F,852,LFPG,EVRA,BTI69R   ,Z,BCS3   ,Z  ,YLCSI    ,,240322,AA57109392,,,,,,,,
119222,F,841,LFPG,EDDM,DLH95M   ,Z,A320   ,Z  ,DAIUH    ,,240322,AA57116302,,,,,,,,
119224,F,838,LFLL,EGGW,EZY57UP  ,Z,A20N   ,Z  ,GUZHL    ,,240322,AA57108089,,,,,,,,
119232,F,854,LFPO,LIRF,WMT5QC   ,Z,A21N   ,Z  ,9HWAG    ,,240322,AA57108250,,,,,,,,
119233,F,904,LFOB,LROP,WMT6501  ,Z,B738   ,Z  ,OMGTF    ,,240322,AA57109775,,,,,,,,
119235,F,856,LFPG,LROP,AFR13SG  ,Z,A319   ,Z  ,FGRHK    ,,240322,AA57118293,,,,,,,,
119236,F,854,LFPG,LJLJ,AFR87LM  ,Z,E190   ,Z  ,FHBLD    ,,240322,AA57096547,,,,,,,,
119250,F,852,LFPO,LIRF,VLG3LU   ,Z,A20N   ,Z  ,ECNFJ    ,,240322,AA57108434,,,,,,,,
119251,F,858,LFPO,LIRQ,VLG7RJ   ,Z,A319   ,Z  ,ECMIQ    ,,240322,AA57110500,,,,,,,,
119253,F,859,LFPG,EPWA,AFR49TJ  ,Z,E190   ,Z  ,FHBLE    ,,240322,AA57096534,,,,,,,,
119265,F,907,LFPB,LSZH,N163QS   ,Z,GLEX   ,Z  ,N163QS   ,,240322,AA57118662,,,,,,,,
119272,F,904,LFPG,EGNT,AFR23FB  ,Z,E170   ,Z  ,FHBXH    ,,240322,AA57096822,,,,,,,,
119273,F,914,LFPG,LKPR,AFR78BG  ,Z,BCS3   ,Z  ,FHPNF    ,,240322,AA57118401,,,,,,,,
119281,F,917,LFPG,LSZH,SWR63D   ,Z,BCS3   ,Z  ,YLAAU    ,,240322,AA57109592,,,,,,,,
119287,F,913,LFPG,OMAA,ETD11K   ,Z,A35K   ,Z  ,A6XWF    ,,240322,AA57119941,,,,,,,,
119289,F,853,LFMN,EDDH,EWG8AZ   ,Z,A319   ,Z  ,DABGJ    ,,240322,AA57108726,,,,,,,,
119296,F,1022,LFML,EBCI,RYR43JZ  ,Z,B738   ,Z  ,9HQBR    ,,240322,AA57112497,,,,,,,,
119300,F,939,LFPG,LIMC,AFR16RA  ,Z,BCS3   ,Z  ,FHZUI    ,,240322,AA57118583,,,,,,,,
119301,F,907,LFPG,EDDB,AFR69NH  ,Z,A321   ,Z  ,FGTAS    ,,240322,AA57118444,,,,,,,,
119304,F,909,LFMQ,ELLX,DFEEL    ,Z,PC12   ,Z  ,DFEEL    ,,240322,AA57081670,,,,,,,,
119307,F,915,LFMN,EGAA,EDC680R  ,Z,C525   ,Z  ,GCOBN    ,,240322,AA57109062,,,,,,,,
119308,F,902,LFSB,LEBL,EJU14UB  ,Z,A319   ,Z  ,OELQQ    ,,240322,AA57110764,,,,,,,,
119313,F,1015,LFLJ,ELLX,JFA56Q   ,Z,PC12   ,Z  ,LXFLJ    ,,240322,AA57108040,,,,,,,,
119314,F,910,LFLB,EGWU,JFA63V   ,Z,PC24   ,Z  ,LXPCK    ,,240322,AA57102118,,,,,,,,
119317,F,1423,DNMM,EGGW,N66ZG    ,Z,GLF6   ,Z  ,N66ZG    ,,240322,AA57113797,,,,,,,,
119326,F,919,LFPG,ENGM,SAS830   ,Z,A20N   ,Z  ,EISIZ    ,,240322,AA57120089,,,,,,,,
119328,F,904,LFPB,LIBD,T7BRB    ,Z,E50P   ,Z  ,T7BRB    ,,240322,AA57042824,,,,,,,,
119330,F,937,LFPG,OMDB,UAE25K   ,Z,A388   ,Z  ,A6EUA    ,,240322,AA57120923,,,,,,,,
119333,F,932,LFPG,VOBL,AFR194   ,Z,A332   ,Z  ,FGZCO    ,,240322,AA57121541,,,,,,,,
119334,F,921,LFPG,LIRQ,AFR74NR  ,Z,A319   ,Z  ,FGRHZ    ,,240322,AA57118378,,,,,,,,
119335,F,913,LFPG,LOWW,AUA412Y  ,Z,A320   ,Z  ,OELBT    ,,240322,AA57118673,,,,,,,,
119338,F,927,LFPG,EIDW,EIN52X   ,Z,A21N   ,Z  ,EILRH    ,,240322,AA57108157,,,,,,,,
119342,F,945,LFMN,EIDW,RYR42PC  ,Z,B738   ,Z  ,EIDPP    ,,240322,AA57115788,,,,,,,,
119346,F,924,LFPG,CYUL,TSC111   ,Z,A333   ,Z  ,CGUBO    ,,240322,AA57121780,,,,,,,,
119347,F,918,LFSB,LPPR,EJU85YX  ,Z,A320   ,Z  ,OEINI    ,,240322,AA57108750,,,,,,,,
119348,F,923,LFPG,EGPH,AFR16FL  ,Z,BCS3   ,Z  ,FHPNA    ,,240322,AA57118379,,,,,,,,
119349,F,945,LFPG,KIAH,AFR694M  ,Z,B77W   ,Z  ,FGZNI    ,,240322,AA57122189,,,,,,,,
119350,F,953,LFPG,HKJK,AFR814   ,Z,B789   ,Z  ,FHRBD    ,,240322,AA57120711,,,,,,,,
119351,F,931,LFPG,KSLC,DAL221   ,Z,A339   ,Z  ,N407D    ,,240322,AA57124255,,,,,,,,
119353,F,940,LFPG,LBSF,LZB432   ,Z,BCS3   ,Z  ,LZROM    ,,240322,AA57070125,,,,,,,,
119357,F,951,LFPG,LIPZ,AFR44VG  ,Z,BCS3   ,Z  ,FHZUG    ,,240322,AA57118086,,,,,,,,
119359,F,946,LFPG,KDFW,AFR132   ,Z,B772   ,Z  ,FGSPQ    ,,240322,AA57123577,,,,,,,,
119360,F,941,LFPG,VIDP,AFR226   ,Z,A332   ,Z  ,FGZCN    ,,240322,AA57122639,,,,,,,,
119362,F,938,LFPG,LYBE,ASL94K   ,Z,B738   ,Z  ,LYBBN    ,,240322,AA57115770,,,,,,,,
119363,F,949,LFPG,EDDB,EJU69YF  ,Z,A319   ,Z  ,OELQZ    ,,240322,AA57110889,,,,,,,,
119372,F,944,LFPG,ZGSZ,CHH758   ,Z,B789   ,Z  ,B1343    ,,240322,AA57121332,,,,,,,,
119401,F,942,LFRS,EDHI,BGA183I  ,Z,A337   ,Z  ,FGXLI    ,,240322,AA57128133,,,,,,,,
119402,F,1002,LFPG,KMSP,DAL153   ,Z,A339   ,Z  ,N412D    ,,240322,AA57124706,,,,,,,,
119404,F,1102,LFMN,EGKB,DIETB    ,Z,PRM1   ,Z  ,DIETB    ,,240322,AA57095000,,,,,,,,
119406,F,945,LFMN,EDDF,DLH31X   ,Z,A320   ,Z  ,DAIZM    ,,240322,AA57117482,,,,,,,,
119408,F,1012,LFPG,LIPZ,EJU50CB  ,Z,A320   ,Z  ,OEICP    ,,240322,AA57111644,,,,,,,,
119412,F,1020,LFPG,EGPH,EZY97ET  ,Z,A320   ,Z  ,GEZWI    ,,240322,AA57111390,,,,,,,,
119413,F,929,LFLL,KEWR,IFA6097  ,Z,GLEX   ,Z  ,DACEV    ,,240322,AA57109258,,,,,,,,
119418,F,1041,LFKC,LFPB,VLJ362Z  ,Z,C25B   ,Z  ,FHTSB    ,,240322,AA57102404,,,,,,,,
119419,F,930,LFOB,LWSK,WZZ347   ,Z,A320   ,Z  ,HALWR    ,,240322,AA57109255,,,,,,,,
119423,F,1000,LFPG,KSEA,DAL81    ,Z,A333   ,Z  ,N817N    ,,240322,AA57125227,,,,,,,,
119424,F,1007,LFMN,EGGW,EZY79GK  ,Z,A319   ,Z  ,GEZBJ    ,,240322,AA57109256,,,,,,,,
119434,F,1004,LFPG,CYVR,AFR374X  ,Z,B789   ,Z  ,FHRBB    ,,240322,AA57122011,,,,,,,,
119439,F,954,LFSB,LFBD,EZS135W  ,Z,A320   ,Z  ,HBJXS    ,,240322,AA57109382,,,,,,,,
119446,F,1015,LFMA,EBCI,PGC32X   ,Z,PC12   ,Z  ,OOPCJ    ,,240322,AA57126172,,,,,,,,
119456,F,1014,LFMN,EGHH,AZE15CA  ,Z,E55P   ,Z  ,DCAAF    ,,240322,AA57128119,,,,,,,,
119469,F,1022,LFMN,EGKK,WUK1773  ,Z,A21N   ,Z  ,GWUKX    ,,240322,AA57109447,,,,,,,,
119471,F,1001,LFSB,LFPG,AFR29FT  ,Z,E190   ,Z  ,FHBLS    ,,240322,AA57097971,,,,,,,,
119473,F,1015,LFSB,LEPA,EZS15DM  ,Z,A320   ,Z  ,HBJYA    ,,240322,AA57109540,,,,,,,,
119479,F,1008,LFPG,EFHK,FIN5TU   ,Z,A319   ,Z  ,OHLVH    ,,240322,AA57114830,,,,,,,,
119481,F,1006,LFPG,EPWA,LOT3NE   ,Z,B738   ,Z  ,SPLWC    ,,240322,AA57111271,,,,,,,,
119482,F,1005,LFBZ,EDLI,N210RD   ,Z,C10T   ,Z  ,         ,,240322,AA57125226,,,,,,,,
119484,F,1006,LFLS,EGCC,RYR40SC  ,Z,B38M   ,Z  ,EIIFY    ,,240322,AA57115652,,,,,,,,
119495,F,1019,LFPO,EGGD,EZY86YM  ,Z,A320   ,Z  ,GEZUA    ,,240322,AA57112035,,,,,,,,
119501,F,1010,LFPG,UBBB,AHY074   ,Z,A319   ,Z  ,4KAZ04   ,,240322,AA57117312,,,,,,,,
119503,F,1018,LFRS,EDDF,DLH55J   ,Z,CRJ9   ,Z  ,DACNF    ,,240322,AA57106229,,,,,,,,
119505,F,1004,LFPB,LCLK,DSO16MJ  ,Z,FA8X   ,Z  ,FOJMJ    ,,240322,AA57104859,,,,,,,,
119506,F,1027,LFPB,LOWS,DSO22MO  ,Z,F900   ,Z  ,FGKOM    ,,240322,AA57103275,,,,,,,,
119508,F,1019,LFPO,LIML,EJU39DU  ,Z,A320   ,Z  ,OEIVT    ,,240322,AA57109802,,,,,,,,
119515,F,1009,LFLL,EGKK,EZY42MQ  ,Z,A319   ,Z  ,GEZBY    ,,240322,AA57112179,,,,,,,,
119517,F,1030,LFPG,OBBI,GFA018   ,Z,A21N   ,Z  ,A9CNC    ,,240322,AA57123303,,,,,,,,
119528,F,1148,DTNH,EGBB,TOM469   ,Z,B738   ,Z  ,GTAWH    ,,240322,AA57112175,,,,,,,,
119529,F,1024,LFPO,ESPA,TVF73TK  ,Z,B738   ,Z  ,FHUYJ    ,,240322,AA57107315,,,,,,,,
119533,F,1016,LFPG,KDFW,AAL49    ,Z,B789   ,Z  ,N820A    ,,240322,AA57121084,,,,,,,,
119543,F,1020,LFML,EIDW,RYR3BU   ,Z,B738   ,Z  ,EIEBW    ,,240322,AA57116262,,,,,,,,
119550,F,1048,LFMN,EGKK,EFW77I   ,Z,A320   ,Z  ,GGATM    ,,240322,AA57113144,,,,,,,,
119558,F,1027,LFPG,EKCH,SAS64K   ,Z,A20N   ,Z  ,EISIM    ,,240322,AA57121437,,,,,,,,
119564,F,1054,LFMN,EGLL,BAW351   ,Z,A319   ,Z  ,GEUPU    ,,240322,AA57112607,,,,,,,,
119571,F,1050,LFSB,EHAM,KLM82K   ,Z,E190   ,Z  ,PHEXA    ,,240322,AA57119172,,,,,,,,
119573,F,1027,LFMN,EKCH,NSZ3641  ,Z,B738   ,Z  ,SERXB    ,,240322,AA57112821,,,,,,,,
119577,F,1111,LFML,EGLL,BAW16MT  ,Z,A319   ,Z  ,GDBCH    ,,240322,AA57112216,,,,,,,,
119581,F,1041,LFPG,LDZA,CTN71F   ,Z,A319   ,Z  ,9ACTN    ,,240322,AA57107721,,,,,,,,
119582,F,1050,LFPG,RCTP,EVA088   ,Z,B77W   ,Z  ,B16735   ,,240322,AA57123860,,,,,,,,
119593,F,1037,LFPG,LTFM,THY1SF   ,Z,A333   ,Z  ,TCJNZ    ,,240322,AA57126467,,,,,,,,
119597,F,1046,LFPO,EPWA,WZZ49YV  ,Z,A321   ,Z  ,HALTK    ,,240322,AA57108397,,,,,,,,
119599,F,1043,LFPG,RJAA,AFR146   ,Z,B772   ,Z  ,FGSPY    ,,240322,AA57123680,,,,,,,,
119600,F,1031,LFSB,EGLL,BAW73B   ,Z,A320   ,Z  ,GEUUE    ,,240322,AA57112867,,,,,,,,
119604,F,1039,LFSB,GMMN,MAC266   ,Z,A320   ,Z  ,CNNMQ    ,,240322,AA57116742,,,,,,,,
119607,F,1043,LFPG,OERK,SVA144   ,Z,B77W   ,Z  ,HZAK41   ,,240322,AA57121070,,,,,,,,
119614,F,1040,LFPG,LIRN,AFR96QZ  ,Z,E190   ,Z  ,FHBLI    ,,240322,AA57100546,,,,,,,,
119619,F,1049,LFPG,BIKF,FPY5E    ,Z,A21N   ,Z  ,TFPLA    ,,240322,AA57115373,,,,,,,,
119622,F,1048,LFPB,LBSF,JME911Z  ,Z,G280   ,Z  ,CSVLZ    ,,240322,AA57119015,,,,,,,,
119626,F,1051,LFPB,LSZS,NJE7QZ   ,Z,E55P   ,Z  ,CSPHH    ,,240322,AA57129334,,,,,,,,
119633,F,1131,DTNH,EGKK,TOM28A   ,Z,B738   ,Z  ,GTUKF    ,,240322,AA57112960,,,,,,,,
119636,F,1050,LFQQ,DABC,DAH1181  ,Z,B736   ,Z  ,7TVJU    ,,240322,AA57126805,,,,,,,,
119654,F,1053,LFPG,KORD,UAL986   ,Z,B763   ,Z  ,N662U    ,,240322,AA57125185,,,,,,,,
119656,F,1128,LFPG,EHAM,AFR32LY  ,Z,A320   ,Z  ,FGKXV    ,,240322,AA57120404,,,,,,,,
119659,F,1102,LFPG,EGAA,EZY92XG  ,Z,A319   ,Z  ,GEZDH    ,,240322,AA57108946,,,,,,,,
119662,F,1105,LFPG,LIRF,ITY319   ,Z,A21N   ,Z  ,EIHXD    ,,240322,AA57113043,,,,,,,,
119665,F,1101,LFPG,ENGM,NOZ1495  ,Z,B738   ,Z  ,SERPL    ,,240322,AA57113517,,,,,,,,
119669,F,1121,LFOB,LIBD,RYR51NA  ,Z,B738   ,Z  ,9HQET    ,,240322,AA57117616,,,,,,,,
119677,F,1115,LFLL,EHAM,KLM1414  ,Z,B739   ,Z  ,PHBXR    ,,240322,AA57120084,,,,,,,,
119683,F,1103,LFOB,EGNM,RYR358M  ,Z,B38M   ,Z  ,EIIHI    ,,240322,AA57113810,,,,,,,,
119687,F,1209,DTNH,EGNT,TOM8BM   ,Z,B738   ,Z  ,GFDZY    ,,240322,AA57112572,,,,,,,,
119693,F,1109,LFPG,LGAV,AEE61PG  ,Z,A21N   ,Z  ,SXNAJ    ,,240322,AA57109186,,,,,,,,
119694,F,1202,LFML,EBBR,BEL8RN   ,Z,A319   ,Z  ,OOSSA    ,,240322,AA57117851,,,,,,,,
119701,F,1107,LFBP,EPRZ,CFC2961  ,M,C30J   ,202,130603   ,,240322,AA57112722,,,,,,,,
119703,F,1120,LFPG,EDDM,DLH77T   ,Z,A319   ,Z  ,DAIBN    ,,240322,AA57107353,,,,,,,,
119705,F,1108,LFPG,EGPF,EJU96VF  ,Z,A320   ,Z  ,OEIVJ    ,,240322,AA57111012,,,,,,,,
119706,F,1126,LFST,LFPB,EOL400   ,Z,C68A   ,Z  ,FHGIM    ,,240322,AA57109367,,,,,,,,
119708,F,1145,LFMD,EGLF,MDUBS    ,Z,FA7X   ,Z  ,MDUBS    ,,240322,AA57105161,,,,,,,,
119709,F,1115,LFPB,RCSS,N1973Y   ,Z,GL7T   ,Z  ,N1973Y   ,,240322,AA57119109,,,,,,,,
119710,F,1102,LFSG,LSZB,N90FS    ,Z,PAY2   ,Z  ,         ,,240322,AA57124288,,,,,,,,
119712,F,1108,LFPG,LROP,ROT382J  ,Z,B738   ,Z  ,YRBGL    ,,240322,AA57119114,,,,,,,,
119740,F,1139,LFLS,EGKK,EZY97HC  ,Z,A320   ,Z  ,GEZGX    ,,240322,AA57113491,,,,,,,,
119743,F,1112,LFLP,EGNX,N497XP   ,Z,BE40   ,Z  ,N497XP   ,,240322,AA57110298,,,,,,,,
119750,F,1118,LFBO,EBBR,BEL9CZ   ,Z,A319   ,Z  ,OOSSW    ,,240322,AA57118262,,,,,,,,
119755,F,1124,LFML,EGKK,EZY78XU  ,Z,A320   ,Z  ,GEJCR    ,,240322,AA57111310,,,,,,,,
119756,F,1152,LFSN,LFMN,FCA2FJ   ,Z,BE40   ,Z  ,HAYFJ    ,,240322,AA57126628,,,,,,,,
119762,F,1126,LFPG,EKCH,AFR77BW  ,Z,BCS3   ,Z  ,FHZUU    ,,240322,AA57121142,,,,,,,,
119765,F,1139,LFLL,EBBR,BEL4SF   ,Z,A319   ,Z  ,OOSSU    ,,240322,AA57124643,,,,,,,,
119767,F,1140,LFPO,LIRN,EJU61WT  ,Z,A320   ,Z  ,OEINE    ,,240322,AA57111514,,,,,,,,
119770,F,1143,LFML,EHAM,KLM1266  ,Z,E295   ,Z  ,PHNXD    ,,240322,AA57120332,,,,,,,,
119771,F,1139,LFRS,EHAM,KLM1456  ,Z,E295   ,Z  ,PHNXO    ,,240322,AA57127994,,,,,,,,
119778,F,1132,LFPO,EIDW,VLG822X  ,Z,A321   ,Z  ,ECMHS    ,,240322,AA57110021,,,,,,,,
119784,F,1146,LFPO,EIDW,TVF7904  ,Z,B738   ,Z  ,FHTVF    ,,240322,AA57107376,,,,,,,,
119785,F,1149,LFPO,LTFJ,PGT49ZT  ,Z,A21N   ,Z  ,TCRDP    ,,240322,AA57125535,,,,,,,,
119793,F,1146,LFLY,EGNX,REV905P  ,Z,BE20   ,Z  ,GREXA    ,,240322,AA57093617,,,,,,,,
119799,F,1137,LFRS,EKCH,VOE2118  ,Z,A320   ,Z  ,ECISI    ,,240322,AA57114465,,,,,,,,
119800,F,1203,LFPG,UDYZ,AFR1060  ,Z,A320   ,Z  ,FHEPH    ,,240322,AA57121677,,,,,,,,
119801,F,1201,LFPG,LIML,AFR58XR  ,Z,BCS3   ,Z  ,FHZUJ    ,,240322,AA57125415,,,,,,,,
119802,F,1158,LFPG,EFHK,AFR71TP  ,Z,A320   ,Z  ,FGKXH    ,,240322,AA57121706,,,,,,,,
119809,F,1219,LFMN,EHAM,KLM28W   ,Z,E295   ,Z  ,PHNXE    ,,240322,AA57120364,,,,,,,,
119817,F,1151,LFPG,LIRQ,AFR15PH  ,Z,A319   ,Z  ,FGRHV    ,,240322,AA57127380,,,,,,,,
119818,F,1159,LFPG,LIPZ,AFR78RP  ,Z,BCS3   ,Z  ,FHZUK    ,,240322,AA57122248,,,,,,,,
119819,F,1212,LFPG,LIMC,AFR82PV  ,Z,E190   ,Z  ,FHBLP    ,,240322,AA57099992,,,,,,,,
119820,F,1156,LFPG,EHAM,AFR87JX  ,Z,A320   ,Z  ,FHEPJ    ,,240322,AA57121493,,,,,,,,
119832,F,1153,LFBD,LFSB,EZS354L  ,Z,A320   ,Z  ,HBJXS    ,,240322,AA57111795,,,,,,,,
119838,F,1148,LFMD,EHRD,N55ZR    ,Z,BE9L   ,Z  ,         ,,240322,AA57121416,,,,,,,,
119839,F,1153,LFPB,ENGM,NJE396B  ,Z,C68A   ,Z  ,CSLTX    ,,240322,AA57127897,,,,,,,,
119845,F,1206,LFPG,LIPE,AFR79AY  ,Z,BCS3   ,Z  ,FHZUM    ,,240322,AA57122111,,,,,,,,
119861,F,1212,LFPG,EKBI,AFR99ME  ,Z,E190   ,Z  ,FHBLS    ,,240322,AA57100236,,,,,,,,
119863,F,1207,LFRZ,EDHI,BGA123D  ,Z,A3ST   ,Z  ,FGSTD    ,,240322,AA57109535,,,,,,,,
119865,F,1215,LFPO,EGCC,EZY23ED  ,Z,A320   ,Z  ,GEZTA    ,,240322,AA57115138,,,,,,,,
119866,F,1456,DAAT,ETNW,GAF076   ,M,A400   ,001,5429     ,,240322,AA57107381,,,,,,,,
119874,F,1214,LFBD,EHAM,KLM38L   ,Z,B738   ,Z  ,PHBXK    ,,240322,AA57120623,,,,,,,,
119875,F,1248,LFPG,RJBB,AFR292   ,Z,B772   ,Z  ,FGSPI    ,,240322,AA57127387,,,,,,,,
119882,F,1247,LFLY,EBMB,HMJ078   ,Z,F900   ,Z  ,9HGRS    ,,240322,AA57111889,,,,,,,,
119883,F,1210,LFPG,BIKF,ICE7J    ,Z,B39M   ,Z  ,TFICB    ,,240322,AA57128516,,,,,,,,
119884,F,1200,LFPB,LSGS,JFA56P   ,Z,PC12   ,Z  ,LXFLK    ,,240322,AA57103921,,,,,,,,
119885,F,1158,LFPB,LSZC,NJE521Q  ,Z,C56X   ,Z  ,CSDXU    ,,240322,AA57127089,,,,,,,,
119886,F,1205,LFPB,EDDS,NJE949T  ,Z,E55P   ,Z  ,CSPHN    ,,240322,AA57117532,,,,,,,,
119888,F,1213,LFLB,EGLF,OEGWV    ,Z,C56X   ,Z  ,OEGWV    ,,240322,AA57102370,,,,,,,,
119892,F,1221,LFPG,ESSA,SAS88K   ,Z,A20N   ,Z  ,EISIY    ,,240322,AA57124397,,,,,,,,
119897,F,1227,LFPG,LDZA,AFR29NT  ,Z,E190   ,Z  ,FHBLH    ,,240322,AA57100389,,,,,,,,
119898,F,1233,LFPG,EDDM,AFR94JJ  ,Z,E190   ,Z  ,FHBLX    ,,240322,AA57100393,,,,,,,,
119902,F,1219,LFPG,EPKK,EJU14KQ  ,Z,A320   ,Z  ,OEICJ    ,,240322,AA57112658,,,,,,,,
119904,F,1207,LFQQ,LFBO,EJU569P  ,Z,A319   ,Z  ,OELKM    ,,240322,AA57112315,,,,,,,,
119907,F,1217,LFPG,LTAI,PGT31HM  ,Z,A20N   ,Z  ,TCNBY    ,,240322,AA57124603,,,,,,,,
