Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2
118025,F,2039,LFSB,LROP,WMT9304  ,Z,B738   ,Z  ,OMGTF    ,,240321,AA57086884,,,,,,,,
118028,F,1945,LFPO,LFBT,VOE2183  ,Z,A319   ,Z  ,ECMTB    ,,240321,AA57094843,,,,,,,,
118030,F,1902,LFTH,LFBP,FMY8515  ,M,NH90   ,003,FRENC    ,,240321,AA57097321,,,,,,,,
118031,F,1953,LFPB,GMMX,VJT464   ,Z,CL35   ,Z  ,9HVCV    ,,240321,AA57103558,,,,,,,,
118032,F,1947,LFPG,LEAL,VLG2WY   ,Z,A320   ,Z  ,ECKDH    ,,240321,AA57093221,,,,,,,,
118033,F,2019,LFPG,HAAB,ETH735   ,Z,A359   ,Z  ,ETAVE    ,,240321,AA57105099,,,,,,,,
118035,F,2022,LFPG,RKSI,KAL902   ,Z,B748   ,Z  ,HL763    ,,240321,AA57105375,,,,,,,,
118038,F,1952,LFBO,EGSS,RYR94LE  ,Z,B738   ,Z  ,9HQCR    ,,240321,AA57091711,,,,,,,,
118040,F,2020,LFBO,LFBD,RYR612   ,Z,B738   ,Z  ,9HQBS    ,,240321,AA57101867,,,,,,,,
118041,F,2036,LFRN,EGSS,GWZAP    ,Z,E55P   ,Z  ,GWZAP    ,,240321,AA57101226,,,,,,,,
118042,F,2035,LFPG,EBLG,FDX5232  ,Z,B77L   ,Z  ,N878F    ,,240321,AA57102923,,,,,,,,
118047,F,1930,LFBO,LFPO,AFR49ER  ,Z,A318   ,Z  ,FGUGR    ,,240321,AA57101481,,,,,,,,
118050,F,2023,LFPG,OOMS,OMA132   ,Z,B788   ,Z  ,A4OSB    ,,240321,AA57103997,,,,,,,,
118056,F,2042,LFPG,EGGW,EZY80BA  ,Z,A320   ,Z  ,GEZTD    ,,240321,AA57092991,,,,,,,,
118057,F,1936,LFOE,LERT,LION714  ,M,C30J   ,201,65883    ,,240321,AA57108852,,,,,,,,
118059,F,2018,LFBG,LFBI,FAF6515  ,M,PC21   ,003,FAFDF    ,,240321,AA57102500,,,,,,,,
118069,F,2048,LFPG,EGGD,EZY28FR  ,Z,A319   ,Z  ,GEZGK    ,,240321,AA57093122,,,,,,,,
118070,F,1954,LFPG,LFBZ,AFR7482  ,Z,E190   ,Z  ,FHBLN    ,,240321,AA57079932,,,,,,,,
118073,F,2007,LFPG,LPPT,AFR31WC  ,Z,A321   ,Z  ,FGTAU    ,,240321,AA57101902,,,,,,,,
118079,F,1956,LFPG,LFBP,AFR23RD  ,Z,E190   ,Z  ,FHBLH    ,,240321,AA57080221,,,,,,,,
118080,F,2037,LFPG,WSSS,AFR256   ,Z,B77W   ,Z  ,FGZND    ,,240321,AA57106174,,,,,,,,
118082,F,2008,LFPO,LEMD,IBE34KL  ,Z,A321   ,Z  ,ECHUI    ,,240321,AA57107851,,,,,,,,
118085,F,2036,LFOJ,LFPV,CTM2050  ,M,A400   ,003,FRBAQ    ,,240321,AA57109011,,,,,,,,
118087,F,2038,LFPG,OMAA,AFR638   ,Z,A359   ,Z  ,FHTYF    ,,240321,AA57105808,,,,,,,,
118091,F,2012,LFRN,LFBO,EJU926D  ,Z,A319   ,Z  ,OELKO    ,,240321,AA57092199,,,,,,,,
118098,F,2012,LFPG,DAAG,DAH1013  ,Z,B738   ,Z  ,7TVJN    ,,240321,AA57099612,,,,,,,,
118099,F,2009,LFPG,LEVC,AFR77DJ  ,Z,E170   ,Z  ,FHBXC    ,,240321,AA57080717,,,,,,,,
118104,F,2044,LFPG,LIMF,AFR1502  ,Z,E170   ,Z  ,FHBXA    ,,240321,AA57082604,,,,,,,,
118107,F,2023,LFPO,LPPT,TAP437X  ,Z,A319   ,Z  ,CSTTS    ,,240321,AA57094735,,,,,,,,
118112,F,2051,LFPG,LFPO,AFR380Y  ,Z,A320   ,Z  ,FGKXQ    ,,240321,AA57107256,,,,,,,,
118113,F,2027,LFTH,LFBP,FMY8534  ,M,AS32   ,003,FRENC    ,,240321,AA57075536,,,,,,,,
118115,F,2018,LFPG,LEBL,EJU75EW  ,Z,A319   ,Z  ,OELKQ    ,,240321,AA57092014,,,,,,,,
118117,F,2018,LFRS,LEBL,VLG1HQ   ,Z,A320   ,Z  ,ECKJD    ,,240321,AA57088054,,,,,,,,
118126,F,2111,LFSB,EDDK,SRN1997  ,Z,AT73   ,Z  ,SPSPD    ,,240321,AA57100795,,,,,,,,
118131,F,2049,LFPG,LIMC,EJU18TX  ,Z,A320   ,Z  ,OEIWW    ,,240321,AA57102657,,,,,,,,
118136,F,2036,LFBD,EGKK,EFW65V   ,Z,A321   ,Z  ,GEUXJ    ,,240321,AA57095759,,,,,,,,
118141,F,2027,LFPG,GMME,AFR95UU  ,Z,A320   ,Z  ,FHEPF    ,,240321,AA57102125,,,,,,,,
118142,F,1959,LFBD,LFOA,CTM1725  ,M,E121   ,003,XINGU    ,,240321,AA57102819,,,,,,,,
118143,F,2051,LFBO,LEMD,ANE8743  ,Z,CRJX   ,Z  ,ECLJT    ,,240321,AA57098350,,,,,,,,
118144,F,2030,LFPG,LEBB,AFR81LU  ,Z,E190   ,Z  ,FHBLO    ,,240321,AA57080236,,,,,,,,
118146,F,2032,LFPG,LFBD,AFR55HB  ,Z,A321   ,Z  ,FGTAP    ,,240321,AA57102297,,,,,,,,
118150,F,2017,LFBO,LFPO,EJU739F  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57092318,,,,,,,,
118156,F,2035,LFPO,LEVC,VLG808C  ,Z,A320   ,Z  ,ECLOC    ,,240321,AA57089220,,,,,,,,
118159,F,2033,LFPG,DAAG,AFR1354  ,Z,A320   ,Z  ,FHEPG    ,,240321,AA57102210,,,,,,,,
118160,F,2034,LFPG,LEZL,VLG24RQ  ,Z,A20N   ,Z  ,ECLVO    ,,240321,AA57093825,,,,,,,,
118163,F,2057,LFPG,LFLC,AFR46LR  ,Z,E170   ,Z  ,FHBXD    ,,240321,AA57081297,,,,,,,,
118164,F,2036,LFPG,LEMD,AFR23SB  ,Z,A321   ,Z  ,FGTAT    ,,240321,AA57101993,,,,,,,,
118165,F,2026,LFBD,LFPG,BCS32B   ,Z,B734   ,Z  ,LZCGW    ,,240321,AA57102811,,,,,,,,
118170,F,2014,LFPG,LFSB,FDX6237  ,Z,B752   ,Z  ,N916F    ,,240321,AA57102916,,,,,,,,
118175,F,2046,LFPO,LPPR,EJU42VX  ,Z,A320   ,Z  ,OEIJI    ,,240321,AA57093158,,,,,,,,
118177,F,2038,LFBD,LFPG,SRR6315  ,Z,B763   ,Z  ,OYSRU    ,,240321,AA57081090,,,,,,,,
118178,F,1647,LFML,LFKC,CCM38QO  ,Z,AT76   ,Z  ,FHXKE    ,,240321,AA57078342,,,,,,,,
118179,F,2043,LFPG,LEBL,AFR54KA  ,Z,A321   ,Z  ,FGMZE    ,,240321,AA57102209,,,,,,,,
118180,F,2038,LFPO,LFBO,AFR78ZR  ,Z,A320   ,Z  ,FHBNG    ,,240321,AA57102679,,,,,,,,
118188,F,2046,LFPG,LEMG,AFR17ZP  ,Z,A321   ,Z  ,FGTAK    ,,240321,AA57102329,,,,,,,,
118196,F,2052,LFPG,FAOR,AFR990   ,Z,B77W   ,Z  ,FGZNS    ,,240321,AA57108865,,,,,,,,
118198,F,2101,LFPG,LFRB,AFR7524  ,Z,A320   ,Z  ,FGKXS    ,,240321,AA57102854,,,,,,,,
118200,F,2142,LFSB,EDDP,BCS20D   ,Z,A306   ,Z  ,DAEAM    ,,240321,AA57102704,,,,,,,,
118205,F,2146,LFOB,EGSS,RYR334   ,Z,B738   ,Z  ,EIDCM    ,,240321,AA57104615,,,,,,,,
118206,F,2127,LFRS,EGKK,EZY85JV  ,Z,A320   ,Z  ,GEJCJ    ,,240321,AA57096103,,,,,,,,
118207,F,2147,LFSB,EDDK,SRN6261  ,Z,AT72   ,Z  ,SPSPA    ,,240321,AA57100628,,,,,,,,
118210,F,2128,LFKB,LFMN,CCM20XQ  ,Z,AT76   ,Z  ,FHXKA    ,,240321,AA57109245,,,,,,,,
118211,F,2058,LFPB,DNMM,AXY534F  ,Z,E190   ,Z  ,9HFAY    ,,240321,AA57087016,,,,,,,,
118214,F,2139,LFPG,EDDK,UPS219   ,Z,B763   ,Z  ,N360U    ,,240321,AA57105616,,,,,,,,
118217,F,2107,LFPG,LPPT,EJU52YZ  ,Z,A21N   ,Z  ,OEISB    ,,240321,AA57092894,,,,,,,,
118221,F,2106,LFBO,EGKK,EZY36MF  ,Z,A320   ,Z  ,GEZOX    ,,240321,AA57100134,,,,,,,,
118224,F,2108,LFPG,LEBL,VLG6QK   ,Z,A320   ,Z  ,ECNCG    ,,240321,AA57089691,,,,,,,,
118232,F,2040,LFMT,LFMT,FHDGI    ,Z,DA40   ,Z  ,WAYSA    ,,240321,AA57099467,,,,,,,,
118242,F,2126,LFOB,LPPR,RYR75BQ  ,Z,B738   ,Z  ,EIDWS    ,,240321,AA57092436,,,,,,,,
118246,F,2128,LFPG,LFRS,AFR31RR  ,Z,A321   ,Z  ,FGTAQ    ,,240321,AA57102480,,,,,,,,
118248,F,2208,LFSB,EDDP,BCS6RN   ,Z,B752   ,Z  ,OELNX    ,,240321,AA57105201,,,,,,,,
118251,F,2122,LFPO,LEBL,VLG78VZ  ,Z,A320   ,Z  ,ECMEL    ,,240321,AA57096027,,,,,,,,
118255,F,2152,LFBD,LPPT,EJU67WD  ,Z,A320   ,Z  ,OEIJW    ,,240321,AA57094877,,,,,,,,
118256,F,2211,LFMN,LFST,VOE25ZQ  ,Z,A320   ,Z  ,         ,,240321,AA57096668,,,,,,,,
118257,F,2203,LFMN,LFST,VOE25ZQ  ,Z,A320   ,Z  ,ECNNY    ,,240321,AA57096668,,,,,,,,
118262,F,2139,LFBD,EIDW,RYR70UJ  ,Z,B738   ,Z  ,EIEBG    ,,240321,AA57092478,,,,,,,,
118273,F,2120,LFPG,LFBO,AFR7410  ,Z,A321   ,Z  ,FGTAJ    ,,240321,AA57103135,,,,,,,,
118276,F,1712,LFMN,LFBD,OYO1     ,Z,P180   ,Z  ,         ,,240321,AA57094568,,,,,,,,
118277,F,1630,LFMN,LFBD,OYO1     ,Z,P180   ,Z  ,FHXPG    ,,240321,AA57094568,,,,,,,,
118278,F,2135,LFPG,FCPP,AFR928   ,Z,A332   ,Z  ,FGZCJ    ,,240321,AA57107112,,,,,,,,
118294,F,2126,LFBO,LFPG,SWT5614  ,Z,B738   ,Z  ,ECNXV    ,,240321,AA57107155,,,,,,,,
118305,F,2137,LFBO,LFPG,AFR7409  ,Z,A321   ,Z  ,FGMZC    ,,240321,AA57101898,,,,,,,,
118308,F,2248,LFPG,EGGW,MLWCW    ,Z,GL7T   ,Z  ,MLWCW    ,,240321,AA57106367,,,,,,,,
118315,F,1750,LFKS,LFOA,CVEX36   ,Z,A400   ,Z  ,FAFNP    ,,240321,         ,,,,,,,,
118316,F,2246,LFPG,EDDK,BCS1843  ,Z,B734   ,Z  ,ECMEY    ,,240321,AA57107563,,,,,,,,
118317,F,2249,LFPG,EBBR,BCS21Q   ,Z,B734   ,Z  ,LZCGW    ,,240321,AA57103092,,,,,,,,
118318,F,2250,LFPG,EDDK,SRR6315  ,Z,B763   ,Z  ,OYSRU    ,,240321,AA57083916,,,,,,,,
118320,F,2256,LFMN,LFKJ,CCM88CE  ,Z,AT76   ,Z  ,FHXKA    ,,240321,AA57082345,,,,,,,,
118325,F,2302,LFPG,EGGW,BCS2582  ,Z,B752   ,Z  ,OELNW    ,,240321,AA57105398,,,,,,,,
118331,F,2232,LFPG,SCEL,AFR406   ,Z,B772   ,Z  ,FGSPN    ,,240321,AA57110409,,,,,,,,
118348,F,2254,LFPV,LFKS,CTM2050  ,M,A400   ,003,FRBAQ    ,,240321,AA57110041,,,,,,,,
118351,F,2154,LFBO,LFPG,ABR3LS   ,Z,AT76   ,Z  ,EIHAF    ,,240321,AA57108916,,,,,,,,
118352,F,2259,LFPG,SBGR,AFR454   ,Z,A359   ,Z  ,FHTYD    ,,240321,AA57109472,,,,,,,,
118360,F,1907,LFPO,LFLW,CLG1556  ,Z,AT45   ,Z  ,FGPYM    ,,240321,AA57102391,,,,,,,,
118361,F,2000,LFPO,LFLW,CLG1556  ,Z,AT45   ,Z  ,         ,,240321,AA57102391,,,,,,,,
118362,F,1813,LFKB,LFMN,CCM20XQ  ,Z,AT76   ,Z  ,FHXKY    ,,240321,AA57080411,,,,,,,,
118363,F,1917,LFSB,LFBD,CTM3918  ,M,TBM7   ,003,FRAXK    ,,240321,AA57107737,,,,,,,,
118364,F,946,LFBO,LFSB,EJU328F  ,Z,A319   ,Z  ,OELKO    ,,240320,AA57052628,,,,,,,,
118367,F,717,LFML,LFML,CCM27GS  ,Z,A320   ,Z  ,         ,,240321,         ,,,,,,,,
118368,F,1036,LFMV,LFMV,FGVCL2   ,Z,P32R   ,Z  ,         ,,240321,         ,,,,,,,,
118371,F,1311,LFBL,LFBL,GCTCG1   ,Z,DA42   ,Z  ,         ,,240321,         ,,,,,,,,
118372,F,1403,LFOK,LFSG,FMY8361  ,M,PUMA   ,003,FMDAW    ,,240321,AA57069012,,,,,,,,
118374,F,1449,LFAT,LFPN,FHBME    ,Z,SR22   ,Z  ,SPEED    ,,240321,AA57099352,,,,,,,,
118375,F,1540,LFSD,LFSD,NAK344   ,T,TB20   ,Z  ,         ,,240321,         ,,,,,,,,
118376,F,1553,LFMV,LFMV,FGVCL    ,Z,P32R   ,Z  ,         ,,240321,AA57101457,,,,,,,,
118377,F,1637,LFOJ,LFBC,HRUS38   ,Z,A400   ,Z  ,FAFNP    ,,240321,         ,,,,,,,,
118378,F,1634,LFPM,LFPM,N738G    ,Z,GA7    ,Z  ,         ,,240321,AA57103772,,,,,,,,
118450,F,2305,LFPG,FIMP,MAU15    ,Z,A359   ,Z  ,3BNBP    ,,240321,AA57108055,,,,,,,,
118527,F,912,LFPG,EHAM,KLM12P   ,Z,B738   ,Z  ,PHBGA    ,,240321,AA57086871,,,,,,,,
118533,F,309,FAOR,EGLL,VIR450   ,Z,B789   ,Z  ,GVWOO    ,,240322,AA57103563,,,,,,,,
118537,F,1808,LFPG,KLAX,AFR076   ,Z,A359   ,Z  ,FHTYP    ,,240321,AA57103043,,,,,,,,
118539,F,1816,LFPG,RKSI,AAR502   ,Z,A359   ,Z  ,HL807    ,,240321,AA57103141,,,,,,,,
118541,F,1920,LFPG,LOWW,AUA4BZ   ,Z,A321   ,Z  ,OELBB    ,,240321,AA57101181,,,,,,,,
118544,F,1952,LFPG,KORD,AFR6730  ,Z,B77L   ,Z  ,FGUOC    ,,240321,AA57105809,,,,,,,,
118545,F,2006,LFPG,EDDM,AFR39WJ  ,Z,A321   ,Z  ,FGTAD    ,,240321,AA57101944,,,,,,,,
118546,F,2030,LFPG,VIDP,AIC142   ,Z,B788   ,Z  ,VTANM    ,,240321,AA57101970,,,,,,,,
118547,F,2001,LFPG,EKCH,NSZ9GY   ,Z,B38M   ,Z  ,LNFGI    ,,240321,AA57095163,,,,,,,,
118550,F,126,DRZA,ETAR,BRK80    ,M,C17    ,819,80001A   ,,240322,AA57110214,,,,,,,,
118554,F,616,HKJK,LFPG,KQA112   ,Z,B788   ,Z  ,5YKZD    ,,240322,AA57107010,,,,,,,,
118557,F,154,FKYS,EBBR,BEL3DY   ,Z,A333   ,Z  ,OOSFD    ,,240322,AA57103963,,,,,,,,
118558,F,237,DGAA,EGKK,BAW2066  ,Z,B772   ,Z  ,GVIIX    ,,240322,AA57100867,,,,,,,,
118560,F,2133,LFPG,WSSS,SIA331   ,Z,A359   ,Z  ,9VSJD    ,,240321,AA57107182,,,,,,,,
118562,F,429,HUEN,EBBR,BEL4KE   ,Z,A333   ,Z  ,OOSFF    ,,240322,AA57106775,,,,,,,,
118563,F,201,DIAP,EBBR,BEL23B   ,Z,A333   ,Z  ,OOSFH    ,,240322,AA57101134,,,,,,,,
118571,F,339,FZAA,EBBR,BEL38K   ,Z,A333   ,Z  ,OOSFG    ,,240322,AA57102566,,,,,,,,
118573,F,713,FAOR,EHAM,KLM592   ,Z,B772   ,Z  ,PHBQG    ,,240322,AA57105320,,,,,,,,
118575,F,226,DNMM,EGLL,BAW74    ,Z,B78X   ,Z  ,GZBLE    ,,240322,AA57100915,,,,,,,,
118581,F,752,FACT,EHAM,KLM104   ,Z,B77W   ,Z  ,PHBVS    ,,240322,AA57106741,,,,,,,,
118598,F,656,HKJK,EGLL,KQA102   ,Z,B788   ,Z  ,5YKZB    ,,240322,AA57111463,,,,,,,,
118604,F,36,LFPG,RKSI,KAL504   ,Z,B77L   ,Z  ,HL8046   ,,240322,AA57111459,,,,,,,,
118620,F,153,LFPG,LIMC,BCS7332  ,Z,B738   ,Z  ,LZCGE    ,,240322,AA57101595,,,,,,,,
118637,F,248,LFPG,ESSA,TAY7RN   ,Z,B734   ,Z  ,OEIAZ    ,,240322,AA57106737,,,,,,,,
118640,F,253,LFPG,LTFM,FDX6238  ,Z,B763   ,Z  ,N113FE   ,,240322,AA57109178,,,,,,,,
118641,F,301,LFPG,EKCH,FPO9IX   ,Z,B738   ,Z  ,FHIQI    ,,240322,AA57111598,,,,,,,,
118642,F,243,LFPG,EDDV,FDX6404  ,Z,B752   ,Z  ,N901FD   ,,240322,AA57114488,,,,,,,,
118643,F,251,LFPG,EFHK,TAY4KU   ,Z,B738   ,Z  ,OEIWA    ,,240322,AA57106850,,,,,,,,
118647,F,259,LFPG,LIPE,TAY6LQ   ,Z,B734   ,Z  ,OEIAJ    ,,240322,AA57107018,,,,,,,,
118649,F,315,LFPG,OMDW,FDX5040  ,Z,B77L   ,Z  ,N883FD   ,,240322,AA57109705,,,,,,,,
118650,F,305,LFPG,LIMC,FDX5168  ,Z,B763   ,Z  ,N134FE   ,,240322,AA57110195,,,,,,,,
118651,F,311,LFPG,LIPZ,FPO2JU   ,Z,B738   ,Z  ,FHIQE    ,,240322,AA57112410,,,,,,,,
118653,F,313,LFPG,EPKT,FPO1UN   ,Z,B738   ,Z  ,FHIQB    ,,240322,AA57111378,,,,,,,,
118654,F,309,LFPG,LOWW,FPO4486  ,Z,B738   ,Z  ,FHIQH    ,,240322,AA57112804,,,,,,,,
118656,F,312,LFPG,EIDW,FPO7SN   ,Z,B738   ,Z  ,FHIQD    ,,240322,AA57113297,,,,,,,,
118657,F,321,LFPG,LIRF,TAY9LA   ,Z,B734   ,Z  ,OEIAM    ,,240322,AA57107266,,,,,,,,
118661,F,343,LFPG,LFSB,FDX6257  ,Z,B752   ,Z  ,N916FD   ,,240322,AA57114849,,,,,,,,
118664,F,400,LFPG,VIDP,FDX5384  ,Z,B77L   ,Z  ,N878FD   ,,240322,AA57114937,,,,,,,,
118666,F,319,LFPG,EPWA,TAY4AW   ,Z,B734   ,Z  ,FGZTJ    ,,240322,AA57113413,,,,,,,,
118667,F,327,LFPG,EDDB,TAY8ER   ,Z,B734   ,Z  ,OEIAE    ,,240322,AA57107626,,,,,,,,
118669,F,331,LFPG,EDDN,TAY3RQ   ,Z,B734   ,Z  ,OEIAY    ,,240322,AA57107709,,,,,,,,
118673,F,332,LFPG,LKPR,TAY5DN   ,Z,B738   ,Z  ,OEIXH    ,,240322,AA57107811,,,,,,,,
118675,F,343,LFPG,ESGG,FPO7RB   ,Z,B738   ,Z  ,FHIQF    ,,240322,AA57113879,,,,,,,,
118676,F,342,LFPG,LROP,TAY1SF   ,Z,B738   ,Z  ,OELVC    ,,240322,AA57107987,,,,,,,,
118677,F,410,LFPG,ZGGG,FDX5342  ,Z,B77L   ,Z  ,N895FD   ,,240322,AA57116205,,,,,,,,
118678,F,350,LFPG,LGAV,TAY6CA   ,Z,B738   ,Z  ,OEIXF    ,,240322,AA57109721,,,,,,,,
118681,F,346,LFPG,EDDM,FDX6230  ,Z,B752   ,Z  ,N923FD   ,,240322,AA57114966,,,,,,,,
118682,F,359,LFPG,LHBP,TAY4UD   ,Z,B738   ,Z  ,FHIQG    ,,240322,AA57113096,,,,,,,,
118684,F,358,LFPG,ENGM,TAY3SL   ,Z,B738   ,Z  ,OEIMD    ,,240322,AA57108154,,,,,,,,
118685,F,357,LFPG,LTFM,MNB9408  ,Z,A306   ,Z  ,TCMNV    ,,240322,AA57109212,,,,,,,,
118690,F,409,LFPG,EDDS,TAY5TR   ,Z,B738   ,Z  ,OEIWE    ,,240322,AA57108414,,,,,,,,
118699,F,552,LFML,LFQQ,RYR2XV   ,Z,B738   ,Z  ,9HQBR    ,,240322,AA57113026,,,,,,,,
118711,F,500,LFBD,EHAM,KLM76A   ,Z,E295   ,Z  ,PHNXL    ,,240322,AA57103373,,,,,,,,
118729,F,509,LFBO,EHAM,KLM58L   ,Z,E190   ,Z  ,PHEXF    ,,240322,AA57103570,,,,,,,,
118732,F,508,LFPB,EINN,N599CE   ,Z,GLEX   ,Z  ,N599CE   ,,240322,AA57111296,,,,,,,,
118749,F,512,LFSB,EHAM,KLM84X   ,Z,E75L   ,Z  ,PHEXP    ,,240322,AA57103615,,,,,,,,
118753,F,516,LFPG,EDDM,DLH08P   ,Z,A320   ,Z  ,DAIUG    ,,240322,AA57117224,,,,,,,,
118755,F,518,LFPG,LIRF,ITY317   ,Z,A21N   ,Z  ,EIHXB    ,,240322,AA57107984,,,,,,,,
118756,F,528,LFRS,EHAM,KLM1454  ,Z,E295   ,Z  ,PHNXK    ,,240322,AA57119173,,,,,,,,
118763,F,524,LFOB,LRCL,RYR396C  ,Z,B38M   ,Z  ,9HVVS    ,,240322,AA57112717,,,,,,,,
118769,F,523,LFSB,GMMX,EZS94BK  ,Z,A20N   ,Z  ,HBAYM    ,,240322,AA57112013,,,,,,,,
118771,F,525,LFOB,LRIA,RYR3CG   ,Z,B38M   ,Z  ,9HVUA    ,,240322,AA57112800,,,,,,,,
118776,F,518,LFBD,EBCI,RYR94FF  ,Z,B738   ,Z  ,9HQDX    ,,240322,AA57113160,,,,,,,,
118780,F,528,LFPG,LIML,EJU16TK  ,Z,A320   ,Z  ,OEICB    ,,240322,AA57104293,,,,,,,,
118781,F,544,LFPO,LGAV,TVF32GV  ,Z,B738   ,Z  ,FGZHU    ,,240322,AA57105559,,,,,,,,
118787,F,529,LFMN,EHAM,KLM10Z   ,Z,E190   ,Z  ,PHEXA    ,,240322,AA57104091,,,,,,,,
118788,F,539,LFML,EHAM,KLM1264  ,Z,E295   ,Z  ,PHNXS    ,,240322,AA57104063,,,,,,,,
118797,F,548,LFSB,LEMD,EZS58GL  ,Z,A320   ,Z  ,HBJXR    ,,240322,AA57104606,,,,,,,,
118799,F,552,LFST,EHAM,AIA6768  ,Z,E145   ,Z  ,FHRAM    ,,240322,AA57097879,,,,,,,,
118803,F,550,LFPO,EDDB,EJU40FD  ,Z,A320   ,Z  ,OEINE    ,,240322,AA57104600,,,,,,,,
118815,F,553,LFPO,LIPE,VLG8576  ,Z,A321   ,Z  ,ECMLM    ,,240322,AA57109338,,,,,,,,
118820,F,646,LFML,EBBR,BEL1PD   ,Z,A319   ,Z  ,OOSSB    ,,240322,AA57110707,,,,,,,,
118824,F,553,LFSB,EHAM,EZS91BZ  ,Z,A320   ,Z  ,HBJXS    ,,240322,AA57104599,,,,,,,,
118825,F,558,LFLL,EHAM,KLM36M   ,Z,B738   ,Z  ,PHBXA    ,,240322,AA57104323,,,,,,,,
118827,F,548,LFRS,LKPR,VOE22MM  ,Z,A320   ,Z  ,ECISI    ,,240322,AA57106957,,,,,,,,
118828,F,636,LFML,LFRG,VOE25SG  ,Z,A320   ,Z  ,ECNPC    ,,240322,AA57106959,,,,,,,,
118829,F,635,LFMN,EGLL,AFR24YR  ,Z,A318   ,Z  ,FGUGN    ,,240322,AA57114253,,,,,,,,
118830,F,558,LFSB,EGLL,BAW751   ,Z,A319   ,Z  ,GEUPY    ,,240322,AA57103062,,,,,,,,
118831,F,601,LFPB,LSZS,DIPVD    ,Z,C25A   ,Z  ,DIPVD    ,,240322,AA57107165,,,,,,,,
118833,F,553,LFSB,LEMG,EZS95EG  ,Z,A320   ,Z  ,HBJXU    ,,240322,AA57111391,,,,,,,,
118834,F,601,LFPG,EFHK,FIN8CX   ,Z,E190   ,Z  ,OHLKP    ,,240322,AA57115207,,,,,,,,
118838,F,600,LFBO,EBCI,RYR2FZ   ,Z,B738   ,Z  ,9HQAL    ,,240322,AA57114536,,,,,,,,
118860,F,617,LFBO,EBBR,BEL76T   ,Z,A319   ,Z  ,OOSSA    ,,240322,AA57110986,,,,,,,,
118865,F,559,LFSB,EGKK,EZS39TY  ,Z,A320   ,Z  ,HBJXE    ,,240322,AA57104891,,,,,,,,
118868,F,608,LFPB,ZBAA,FYG31T   ,Z,GL5T   ,Z  ,FHTTO    ,,240322,AA57111677,,,,,,,,
118876,F,1318,HKJK,EGLL,KQA100   ,Z,B788   ,Z  ,5YKZH    ,,240322,AA57115038,,,,,,,,
118891,F,614,LFPO,LTFM,TVF90ZL  ,Z,B738   ,Z  ,FGZHF    ,,240322,AA57105769,,,,,,,,
118896,F,655,LFST,LFMN,VOE25UB  ,Z,A320   ,Z  ,ECNOS    ,,240322,AA57107268,,,,,,,,
118899,F,620,LFLL,EBBR,BEL94L   ,Z,A320   ,Z  ,OOTCV    ,,240322,AA57111080,,,,,,,,
118901,F,619,LFPG,EKCH,EJU65DR  ,Z,A320   ,Z  ,OEIJK    ,,240322,AA57105087,,,,,,,,
118903,F,642,LFMN,EGKK,EJU8424  ,Z,A319   ,Z  ,OELQN    ,,240322,AA57105000,,,,,,,,
118905,F,604,LFSB,LFMN,EZS298U  ,Z,A20N   ,Z  ,HBAYE    ,,240322,AA57104987,,,,,,,,
118907,F,607,LFPG,EPWA,LOT334   ,Z,E190   ,Z  ,SPLMD    ,,240322,AA57102756,,,,,,,,
118916,F,617,LFPG,LTFM,THY1CR   ,Z,A321   ,Z  ,TCJTH    ,,240322,AA57118694,,,,,,,,
118918,F,628,LFPG,EHAM,AFR59NB  ,Z,A321   ,Z  ,FGTAZ    ,,240322,AA57114754,,,,,,,,
118919,F,612,LFPG,LOWW,AUA42DW  ,Z,A320   ,Z  ,OELBU    ,,240322,AA57114718,,,,,,,,
118923,F,623,LFLL,EGKK,EJU79NZ  ,Z,A320   ,Z  ,OEINO    ,,240322,AA57105101,,,,,,,,
118924,F,720,LFMN,LFQQ,EJU923A  ,Z,A320   ,Z  ,OEIJR    ,,240322,AA57105154,,,,,,,,
118939,F,617,LFPG,LICC,EJU61JL  ,Z,A320   ,Z  ,OEICF    ,,240322,AA57105360,,,,,,,,
118940,F,626,LFPO,LIPZ,EJU69HL  ,Z,A320   ,Z  ,OEINA    ,,240322,AA57105405,,,,,,,,
118943,F,617,LFSN,LGIO,FHJLH    ,Z,P46T   ,Z  ,FHJLH    ,,240322,AA57118283,,,,,,,,
118954,F,638,LFPG,LIRQ,AFR67DR  ,Z,A319   ,Z  ,FGRHV    ,,240322,AA57115016,,,,,,,,
118955,F,634,LFPO,LIRF,EJU35PM  ,Z,A320   ,Z  ,OEINF    ,,240322,AA57105296,,,,,,,,
118970,F,643,LFPG,EDDB,AFR1434  ,Z,A320   ,Z  ,FHEPB    ,,240322,AA57115358,,,,,,,,
118971,F,636,LFPG,EKCH,AFR1750  ,Z,BCS3   ,Z  ,FHZUX    ,,240322,AA57115267,,,,,,,,
118972,F,641,LFPG,LIML,AFR41LU  ,Z,A320   ,Z  ,FGKXI    ,,240322,AA57115193,,,,,,,,
